FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,RPRSNTV_TEL_NO,RDNMADR_CD,FCLTY_ROAD_NM_ADDR,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,GID_CD
건강활동지원협동조합,46,전남,46110,목포시,0612721333,461103281095,전라남도 목포시 영산로 413-1영신관 1층(상동),126.4091375,34.8073583,다라002464
경희대대한민국태권도,41,경기,41150,의정부시,0318551952,411504343137,경기도 의정부시 백석로68번길 27호원프라자 3층 경희대석사 대한민국태권도,127.0456593,37.7285468,다사599699
경희대석사성호태권도,41,경기,41110,수원시,0312157687,411153175009,"경기도 수원시 팔달구 권광로 373월드메르디앙주상가 121동 304,305호(우만동, 월드메르디앙 아파트)",127.0340698,37.2808409,다사586203
고양시재활스포츠센터,41,경기,41280,고양시,0319291500,412873194034,경기도 고양시 일산서구 탄현로 139고양시재활스포츠센터(탄현동),126.7645591,37.7032101,다사351673
광명장애인종합복지관,41,경기,41210,광명시,0226163700,412103187024,경기도 광명시 목감로 120광명장애인종합복지관(광명동),126.8464264,37.4789538,다사422423
금천장애인종합복지관,11,서울,11545,금천구,0269128000,115454151241,서울특별시 금천구 시흥대로101길 17금천장애인종합복지관(독산동),126.8963477,37.4639858,다사466407
꿈나무심리언어연구소,41,경기,41110,수원시,022544888,411113012006,경기도 수원시 장안구 정조로 988조원샤르망 212호(조원동),127.0102203,37.2951272,다사565219
꿈나무인지언어연구소,41,경기,41110,수원시,0312544888,411153176017,수원시 팔달구 행궁로 77송산빌딩 2층,127.0158851,37.2757504,다사570197
꿈자라다운동발달센터,41,경기,41590,화성시,0313751442,415904852352,경기도 화성시 동탄대로19길 10신유메디프라자 308호(오산동),127.0977682,37.1971942,다사643110
대구복싱다이어트클럽,27,대구,27290,달서구,0536368868,272903147047,대구광역시 달서구 한실로 71일성빌딩 4층(도원동),128.5345083,35.8072395,라마934572
대구장애인종합복지관,27,대구,27260,수성구,0537631011,272604238455,대구광역시 수성구 파동로51길 26-17대구장애인종합복지관(파동),128.6069394,35.8270248,라마999595
대치통합발달심리센터,11,서울,11680,강남구,,116803122006,서울특별시 강남구 선릉로 320성진빌딩 지하1층,127.0522104,37.4982857,다사604444
대한민국다이어트센타,27,대구,27290,달서구,0532019800,272903007011,대구광역시 달서구 성당로 1892층 헬스장(성당동),128.5715067,35.8501160,라마967620
더이룸아동발달연구소,31,울산,31140,남구,022560252,311403169026,울산광역시 남구 번영로514층 더이룸아동발달연구소,129.3301283,35.5302107,마마659275
동아대박사한결태권도,26,부산,26230,부산진구,0518532372,262303129011,부산광역시 부산진구 동평로 3507층 동아대박사한결태권도(양정동),129.0632545,35.1745373,마라423877
두드림스포츠발달센터,27,대구,27260,수성구,0539820675,271403142010,대구광역시 동구 동촌로 265-13층(방촌동),128.6690580,35.8802574,마마055654
마을쉼터영농조합법인,28,인천,28720,옹진군,0328809774,287203158002,인천광역시 옹진군 영흥면 내동로 291층 흥도야놀자체험학습장,126.4841803,37.2617744,다사099185
마음하나운동놀이센터,44,충남,44200,아산시,0419100530,442003250050,"충청남도 아산시 배방읍 광장로 210와이몰 E구역 116호, 117호(요진 와이시티)",127.1085284,36.7957784,다바650664
마포장애인종합복지관,11,서울,11440,마포구,023066212,114403005060,서울특별시 마포구 성산로 128마포장애인종합복지관(성산동),126.9082019,37.5637955,다사477517
마포푸르메스포츠센터,11,서울,11440,마포구,0260709270,114403113019,서울특별시 마포구 월드컵북로 494지하1층 마포푸르메스포츠센터(상암동),126.8805264,37.5846589,다사453540
모두모아발달체육센터,11,서울,11320,도봉구,029981253,113203005039,서울특별시 도봉구 도봉로 508우덕빌딩 4층 모두모아발달체육센터(창동),127.0362918,37.6506650,다사590613
미스터샤크유도멀티짐,41,경기,41170,안양시,0314536210,411732012008,경기도 안양시 동안구 경수대로 604대명빌딩 3층(호계동),126.9564121,37.3765828,다사518309
부산곰두리스포츠센터,26,부산,26470,연제구,0515036363,264703129048,부산광역시 연제구 화지로 109부산곰두리스포츠센터(거제동),129.0657322,35.1852386,마라425888
블랙벨트인성태권도장,31,울산,31110,중구,0522864382,311104307533,울산광역시 중구 종가22길 4302호(장현동),129.3423255,35.5870557,마마669338
승리마루백양태권도장,26,부산,26320,북구,0513310030,263204196122,"부산광역시 북구 덕천로276번길 60316호(만덕동, 백양산동문굿모닝힐)",129.0326750,35.2076310,마라395913
신대한경희대태권도장,28,인천,28200,남동구,0324384556,282002008004,인천광역시 남동구 인주대로 539휴먼빌딩 2층(구월동),126.6966665,37.4505902,다사289393
아리랑멋송천태권도장,26,부산,26200,영도구,024045562,262003128008,부산광역시 영도구 동삼동로 52층(동삼동),129.0713161,35.0815926,마라432774
아리랑멋제일태권도장,26,부산,26350,해운대구,0515452600,263503133033,부산광역시 해운대구 윗반송로 773층 아리랑멋제일태권도장(반송동),129.1572069,35.2309052,마라508940
어울림장애인체육센터,41,경기,41190,부천시,,411903184008,"경기도 부천시 수도로 40,3층 어울림장애인체육센터(약대동)",126.7706807,37.5134291,다사355462
에스엠스포츠과학센터,41,경기,41190,부천시,026117573,411904352214,경기도 부천시 부흥로307번길 23태정빌딩5층 502호,126.7764697,37.4955142,다사360442
에이스태권스포츠센터,27,대구,27230,북구,0533584845,272303145054,"대구광역시 북구 호암로 20상가 301호(칠성동2가, 성광우방타운)",128.5916530,35.8823179,라마985656
에이치핏점핑다이어트,29,광주,29200,광산구,0277207711,292004289395,"광주광역시 광산구 신창로71번길 33정문상가 2층 에이치핏점핑다이어트(신창동, 신창2차부영아파트)",126.8334834,35.1926337,다라393887
연세정훈태권도자양점,11,서울,11215,광진구,0234090992,112154112174,서울특별시 광진구 능동로6길 14b01호(자양동),127.0688106,37.5341776,다사619484
영광전남합기도체육관,46,전남,46870,영광군,0613521130,468703298037,전라남도 영광군 영광읍 천년로 1506301호,126.5050804,35.2766263,다라095983
올림피아태권도체육관,41,경기,41220,평택시,0316586439,412203188071,경기도 평택시 원평2로 172층 올림피아체육관(통복동),127.0809919,36.9900044,다바627880
용인대내혜홀태권도장,41,경기,41550,안성시,0316713716,415504424134,경기도 안성시 내혜홀2길 582층(아양동),127.2654367,37.0068081,다바791898
용인대새하늘태권도장,31,울산,31110,중구,0529053838,311104307163,울산광역시 중구 동천5길 18-4용인대새하늘태권도(서동),129.3463143,35.5815326,마마672332
용인대석사청룡태권도,41,경기,41360,남양주시,0315914334,413604391076,경기도 남양주시 경춘로1306번길 16대양빌딩 2층(평내동),127.2386701,37.6490009,다사769610
용인대힘찬청룡태권도,41,경기,41480,파주시,029442573,414804418060,경기도 파주시 금릉이길 352층 용인대힘찬청룡태권도(금릉동),126.7824121,37.7565100,다사367732
우리동네평생교육학교,41,경기,41460,용인시,022838383,414634412218,"경기도 용인시 기흥구 용구대로2394번길 26진영빌딩 101,102,107호(마북동)",127.1091550,37.2988409,다사653222
원광장애인종합복지관,11,서울,11260,중랑구,024382691,112603106007,서울특별시 중랑구 신내로 56원광장애인종합복지관(신내동),127.0959641,37.6044290,다사643561
원포인트특수체육센터,30,대전,30170,서구,0425458196,301704298108,대전광역시 서구 관저중로95번길 57원포인트특수체육센터 401호(관저동),127.3316319,36.3010422,다바848115
위드큐특수체육연구소,48,경남,48250,김해시,0512662161,482503335047,경상남도 김해시 율하2로 264부산시 사하구 다대로 626 기영빌딩1층,128.8209133,35.1773886,마라202876
위드큐특수체육연구소,26,부산,26380,사하구,0512662161,263803134007,부산광역시 사하구 다대로 626기영빌딩1층(다대동),128.9700777,35.0508761,마라340738
으라차차거제합기도관,48,경남,48310,거제시,026333029,483104811659,경상남도 거제시 중곡2로6길 252층,128.6292985,34.8934184,마라031559
은행나무하우스낚시터,42,강원,42110,춘천시,,421103000120,강원도 춘천시 신동면 경춘로 1773은행나무하우스낚시터,127.6968586,37.8228846,라사173803
의정부시시설관리공단,41,경기,41150,의정부시,0318374742,411503181048,경기도 의정부시 체육로 90종합운동장 내 의정부시시설관리공단(녹양동),127.0297651,37.7579308,다사585732
이즈원수중운동연구소,27,대구,27260,수성구,0537217795,272603146010,대구광역시 수성구 무열로 1891층 이즈원수중운동연구소(만촌동),128.6457831,35.8748258,마마034648
일산올림픽스포츠센터,41,경기,41280,고양시,029001748,412853192094,경기도 고양시 일산동구 중앙로 1182(마두동),126.7781537,37.6526232,다사363617
임정심댄스스포츠학원,46,전남,46150,순천시,0617421230,461503283014,전라남도 순천시 시민로 19-1순천시 장천동 185(장천동),127.4857745,34.9516643,다라987618
제일국가대표태권도장,47,경북,47730,의성군,0548613297,477304745320,경상북도 의성군 안계면 안계길 1283층 제일국가대표태권도장,128.4385339,36.3839016,라바841211
조이발레아카데미학원,41,경기,41270,안산시,0314801850,412733191004,경기도 안산시 단원구 광덕동로 915층 조이발레아카데미(고잔동),126.8325699,37.3126523,다사408239
진주사회활동지원센터,48,경남,48170,진주시,0557631663,481704796156,경상남도 진주시 금산면 금산로283번길 12-131층 진주사회활동지원센터,128.1602828,35.2043690,라라601900
충청북도곰두리체육관,43,충북,43110,청주시,0432160031,431143236060,충청북도 청주시 청원구 토성로 21충청북도곰두리체육관(사천동),127.4648822,36.6693164,다바968523
크로스스포츠아카데미,43,충북,43110,청주시,022154799,431143236029,충북 청주시 청원구 사천동 203-1크로스스포츠아카데미,127.4714854,36.6654779,다바974519
클락해치트레이닝센터,27,대구,27260,수성구,0537598999,272603142047,대구광역시 수성구 화랑로 98바른등빌딩 2층(만촌동),128.6376026,35.8723922,마마026645
태안씨사이드승마클럽,44,충남,44825,태안군,0416756740,448252264001,충청남도 태안군 태안읍 안면대로 170-65태안씨사이드승마클럽,126.2830167,36.7333598,나바913601
파샤발레댄스아카데미,48,경남,48120,창원시,0552715788,481253329052,"경상남도 창원시 마산합포구 중앙동로 10상가 3층 파샤발레댄스아카데미(중앙동2가, 중앙우방아파트)",128.5679330,35.1960619,라라972894
펀키즈스포츠협동조합,47,경북,47170,안동시,028536996,471703307012,경상북도 안동시 단원로 214-33층 펀키즈(화성동),128.7274774,36.5694779,마바098420
하루하루움직임연구소,26,부산,26410,금정구,0517461152,264103006032,"부산광역시 금정구 금샘로 3613층, 4층(구서동)",129.0844100,35.2554458,마라441967
학성승무태권도체육관,31,울산,31110,중구,0522980027,311104307503,울산광역시 중구 해오름1길 6남외동(남외동),129.3435141,35.5597954,마마670308
함께가자아동발달센터,11,서울,11320,도봉구,0263497575,113203005048,서울특별시 도봉구 방학로 1653층 운동실(방학동),127.0338319,37.6622097,다사588626
함께가자아동발달센터,11,서울,11305,강북구,0263267575,113053005038,강북구 한천로 1108-1은승빌딩 4층,127.0210433,37.6444276,다사577606
함께가자아동발달센터,11,서울,11305,강북구,0263267575,113053005038,서울특별시 강북구 한천로 1108-1은승빌딩4층(수유동),127.0210433,37.6444276,다사577606
해바라기아동교육센터,41,경기,41280,고양시,0319676976,412813000136,경기 고양시 덕양구 호국로777(대근빌딩)대근빌딩 2.3층,126.8351441,37.6560085,다사413620
휴먼앤홀스랜드승마장,41,경기,41630,양주시,0318689594,416304436287,경기도 양주시 은현면 용암로 265번길 139-46,127.0503737,37.8760060,다사604863
짐트리스포츠아카데미 안산센터,41,경기,41270,안산시,0313653042,412732190001,경기도 안산시 단원구 광덕대로 1932층 213호(고잔동),126.8293858,37.3138270,다사405240
줄친구점프점프달성점.율하합기도,27,대구,27710,달성군,0536150545,277103341006,대구광역시 달성군 유가읍 테크노상업로 96파스텔시티 503 504,128.4596791,35.6932531,라마868445
가야왕도김해스포츠클럽,48,경남,48250,김해시,0553337988,482503335004,경상남도 김해시 가야로 245김해운동장내 2층(구산동),128.8752625,35.2556833,마라251964
강서구민올림픽체육센터,11,서울,11500,강서구,0236611999,115004145548,서울특별시 강서구 화곡로65길 62강서구민올림픽체육센터(등촌동),126.8506012,37.5596750,다사426513
거북이운동언어심리센터,43,충북,43130,충주시,0438485526,431304514368,충청북도 충주시 동수2길 453층,127.9390794,36.9862442,라바390876
경희대석사선무태권도장,41,경기,41410,군포시,024512184,414104400142,경기도 군포시 당산로125번길 29-2삼정빌딩,126.9435752,37.3617335,다사507293
구리시장애인종합복지관,41,경기,41310,구리시,0315620068,413103196010,경기도 구리시 이문안로 86-1구리시장애인종합복지관(수택동),127.1410825,37.5915575,다사683547
군산킹덤주짓수아카데미,45,전북,45130,군산시,0634517333,451303268036,전라북도 군산시 백릉로 942층(조촌동),126.7363761,35.9754503,다마311756
김미경아동발달지원센터,27,대구,27230,북구,0533128278,272303145052,대구광역시 북구 학정로 4296층(동천동),128.5632386,35.9430706,라마958723
남서울대학교산학협력단,44,충남,44130,천안시,0415803048,441333250016,충청남도 천안시 서북구 성환읍 대학로 9117201,127.1447235,36.9095318,다바683790
달성군여성문화복지센터,27,대구,27710,달성군,0536594351,277103148032,대구광역시 달성군 화원읍 성천로 5달성군여성문화복지센터,128.4879063,35.7985646,라마892562
대구광역시서구문화회관,27,대구,27170,서구,0536633661,271703143004,대구광역시 서구 문화로 72서구국민체육센터(이현동),128.5409908,35.8733951,라마939645
더행복한잇층가필라테스,42,강원,42110,춘천시,0332641379,421103218042,강원도 춘천시 퇴계로 199경림빌딩 2층 잇츠요가필라테스(석사동),127.7407448,37.8570918,라사211841
마인드언어심리상담센터,28,인천,28200,남동구,024690610,282003153084,인천광역시 남동구 백범로 2543층 마인드언어심리상담센터(간석동),126.7213260,37.4609949,다사311404
목포시장애인태권도협회,46,전남,46110,목포시,0612426868,461104643806,전라남도 목포시 호남로24번길 61층(남교동),126.3810417,34.7947079,나라976450
문경시장애인종합복지관,47,경북,47280,문경시,0545560042,472804736398,문경시 시청2길 34,128.1869620,36.5873900,라바614435
박미자심리운동발달센터,48,경남,48220,통영시,029906880,482204799155,경상남도 통영시 명정고개길 166박미자심리운동발달센터(명정동),128.4104467,34.8498952,라라832509
보령시장애인보호작업장,44,충남,44180,보령시,0419350440,441804556401,충청남도 보령시 양지뜸길 5(명천동),126.6100848,36.3286127,다바201149
볼리션장애인밸런스센터,50,제주,50110,제주시,027028716,501104848129,제주특별자치도 제주시 신성로12길 232층(이도이동),126.5315138,33.4953248,다다100008
비타민휘트니스헬스클럽,43,충북,43110,청주시,0432328602,431133237079,충청북도 청주시 흥덕구 증안로 544층(복대동),127.4293967,36.6363338,다바936487
사천시장애인종합복지관,48,경남,48240,사천시,0558305555,482403334046,경상남도 사천시 용현면 진삼로 447사천시장애인종합복지관(장애인체육센터),128.0604861,34.9968371,라라511670
샤크베이레슨전문수영장,41,경기,41590,화성시,0313764082,415902348101,경기도 화성시 동탄순환대로 257종산타워 4층 샤크베이레슨전문수영장(산척동),127.1185188,37.1706229,다사661080
서산시운동재활연구센터,44,충남,44210,서산시,0416696761,442104562408,충청남도 서산시 수석1길 50서산시운동재활연구센터(수석동),126.4910097,36.7709801,다바099641
석사경희대충무태권도장,41,경기,41170,안양시,0314449801,411714346103,경기도 안양시 만안구 박달우회로138번길 412층 석사경희대충무태권도장(박달동),126.9109937,37.4058888,다사478342
수원시장애인종합복지관,41,경기,41110,수원시,0315485638,411172012001,경기도 수원시 영통구 창룡대로 255수원시장애인종합복지관(이의동),127.0361529,37.2957972,다사588219
순천한국유도관특수체육,46,전남,46150,순천시,027219944,461504649956,순천시 조례못등2길 11-6번지1층,127.5295091,34.9514997,라라026618
아이드림운동발달연구소,45,전북,45130,군산시,0634651774,451303268023,전라북도 군산시 대학로 342동아26빌딩 지하1층(나운동),126.6930559,35.9635217,다마272743
아쿠아마린어린이수영장,44,충남,44200,아산시,0414252111,442004559837,충청남도 아산시 배방읍 희망로46번길 45-31B1층 아쿠아마린어린이수영장,127.1068279,36.7917602,다바649660
안산시상록장애인복지관,41,경기,41270,안산시,0314090000,412713190069,경기도 안산시 상록구 차돌배기로 24-2안산시상록장애인복지관(사동),126.8457119,37.2986854,다사420223
양주시장애인종합복지관,41,경기,41630,양주시,0319284090,416304855766,경기도 양주시 고삼로43번길 29양주시장애인종합복지관(삼숭동),127.0907186,37.8018627,다사639780
어울림심리운동발달센터,41,경기,41280,고양시,,412853192094,경기도 고양시 일산동구 중앙로 1047310호(백석동),126.7872174,37.6431167,다사371606
영월군장애인체육협의회,42,강원,42750,영월군,0333733434,427503227006,강원도 영월군 영월읍 단종로 24영월문화원,128.4681885,37.1860192,라사859101
영월군장애인체육협의회,42,강원,42750,영월군,0333756556,427504481211,강원도 영월군 영월읍 제방안길 100영월볼링장,128.4618326,37.1757536,라사853089
용인대유성합기도태권도,43,충북,43130,충주시,,431303238045,충청북도 충주시 연수로 42층(금릉동),127.9289799,36.9912869,라바381881
우리들언어체육발달센터,11,서울,11530,구로구,0220608075,115303000022,서울특별시 구로구 오리로 1298궁전빌딩 4층(궁동),126.8295550,37.4972916,다사407444
웰케어특수발달재활센터,41,경기,41270,안산시,0314394192,412733191053,"경기도 안산시 단원구 와동로 26재인빌딩 3, 4층(와동)",126.8281663,37.3328981,다사404261
윤주현우슈쿵푸아카데미,27,대구,27230,북구,0539525434,272303145023,대구광역시 북구 동변로 1043층(동변동),128.6018494,35.9213018,라마994699
음성군근로자종합복지관,43,충북,43770,음성군,0438811111,437704541155,충청북도 음성군 대소면 대화3길 13-14음성군근로자종합복지관,127.4960615,36.9656959,다바996852
이루다필라테스스튜디오,26,부산,26290,남구,0516326333,262903131002,부산광역시 남구 고동골로 46-12층 이루다필라테스스튜디오(문현동),129.0712834,35.1410474,마라431840
인천장애인국민체육센터,28,인천,28185,연수구,0327197044,281852008007,인천시 연수구 경원대로 526인천장애인국민체육센터,126.7006486,37.4305804,다사292371
자연과문화재활승마센터,47,경북,47130,경주시,0547517177,471304715572,경상북도 경주시 서면 사라운대길 41-46자연과문화,129.0671117,35.8878565,마마414668
장애인스포츠과학연구소,41,경기,41150,의정부시,0318270453,411503181006,의정부시 금신로 323대영프라자빌딩 2층 201호,127.0616627,37.7447767,다사613717
정관춤터용아카데미학원,26,부산,26710,기장군,0517276787,267103140047,부산광역시 기장군 정관읍 정관로 395금양프라자 603,129.1660003,35.3341599,마마514055
제이엔와이유도아카데미,50,제주,50110,제주시,0647490333,501104848527,제주특별자치도 제주시 월랑로4길 25지하1층(노형동),126.4795722,33.4890763,다다052001
창원시장애인종합복지관,48,경남,48120,창원시,0552376481,481214781282,경상남도 창원시 의창구 봉곡로97번길 87창원시장애인종합복지관(봉곡동),128.6795397,35.2504210,마라073956
천안시장애인종합체육관,44,충남,44130,천안시,0415587356,441314547767,충남 천안시 동남구 향교1길 104-38천안시장애인종합체육관,127.1693272,36.8135896,다바705684
톰소여언어심리발달센터,28,인천,28200,남동구,0324660610,282004259784,인천광역시 남동구 서창남순환로216번길 20505호(서창동),126.7488053,37.4232041,다사335362
파주시장애인태권도협회,41,경기,41480,파주시,03180708125,414803206112,경기도 파주시 문화로 39금촌동4층(금촌동),126.7770964,37.7581107,다사363734
하모니예술심리치유센터,29,광주,29200,광산구,0629620713,292003163062,광주광역시 광산구 풍영철길로 20-6CM빌딩 4층 하모니예술심리치유센터(우산동),126.8127145,35.1627944,다라374854
한국복타스포츠케어센터,27,대구,27290,달서구,0536564242,272904241557,대구광역시 달서구 조암남로32길 123층(대천동),128.5171607,35.8176974,라마918583
한국아동청소년발달센터,41,경기,41110,수원시,0312247456,411132012008,수원시 권선구 경수대로 401KT남수원 2층,127.0242271,37.2626085,다사578182
한마음특수발달재활센터,41,경기,41270,안산시,0314192001,412713190010,경기도 안산시 상록구 광덕1로 341제스트프라자 301호(이동),126.8479483,37.3070615,다사422233
해봄아동청소년발달센터,11,서울,11380,은평구,023525857,113803111010,"서울특별시 은평구 진관2로 29-21드림스퀘어 802, 810호 해봄아동청소년발달센터(진관동)",126.9193479,37.6357288,다사487597
해운대한마음스포츠센터,26,부산,26350,해운대구,0517090700,263503133010,"부산광역시 해운대구 세실로 175 (좌동, 한마음스포츠센터)한마음스포츠센터",129.1766873,35.1803978,마라526885
홍성군장애인스포츠센터,44,충남,44800,홍성군,0416319110,448003262035,충청남도 홍성군 홍성읍 홍덕서로 78홍성군장애인스포츠센터,126.6437500,36.6068154,다바234457
화성시동탄아르딤복지관,41,경기,41590,화성시,03180770800,415904852344,경기도 화성시 동탄대로10길 17-12화성시동탄아르딤복지관 18489(산척동),127.1078043,37.1767220,다사651087
대전광역시립체육재활원(수영장),30,대전,30230,대덕구,0426379881,302303168004,대전광역시 대덕구 대화로10대전광역시립체육재활원,127.4190859,36.3682408,다바927189
대전광역시시설관리공단(한밭수영장),30,대전,30140,중구,0426104951,301403010004,대전광역시 중구 대종로 373한밭수영장(부사동),127.4315183,36.3162297,다바938132
경주시장애인종합복지관(경주시장애인체육관),47,경북,47130,경주시,0547770545,471304715984,경상북도 경주시 유림로5번길 99-11장애인체육관 2층(황성동),129.2183125,35.8802071,마마551662
그린나래장애아동발달센터,41,경기,41190,부천시,023266169,411903184004,경기도 부천시 상동로 90메가플러스빌딩  B동 316호,126.7537185,37.5051724,다사340453
김덕현특수교육체육사업단,28,인천,28237,부평구,0324339272,282373154072,인천광역시 부평구 열우물로 164열우물경기장 내 206호 209호,126.6915931,37.4801052,다사285426
김제시국민체육센터볼링장,45,전북,45210,김제시,0635425983,452103272017,전라북도 김제시 도작로 224-121국민체육센터볼링장(검산동),126.9034056,35.8123567,다마461574
뉴힐링라이프재활운동센터,41,경기,41590,화성시,03180433068,415903177017,경기도 화성시 동탄지성로 181001호 뉴힐링라이프재활운동센터(반송동),127.0726151,37.2052530,다사620119
루나최스포츠아카데미서신,45,전북,45110,전주시,0632548001,451114598180,전라북도 전주시 완산구 서신천변11길 12층(서신동),127.1140660,35.8300277,다마651593
맘스마인드발달교육연구소,30,대전,30200,유성구,0428264668,302004301585,"대전광역시 유성구 학하중앙로128번길 22-102,3층(학하동)",127.3053803,36.3404572,다바825159
새로운우리세상부영체육관,26,부산,26380,사하구,022938827,263804202039,"부산광역시 사하구 감천로21번길 35상가 303호 부영태권도(감천동, 부영벽산파라빌)",128.9956938,35.0940161,마라363786
서귀포시장애인종합복지관,50,제주,50130,서귀포시,0647352600,501303350241,제주특별자치도 서귀포시 인정오름로 24서귀포시장애인종합복지관(토평동),126.5845845,33.2869153,다나147776
서부산권장애인스포츠센터,26,부산,26380,사하구,0512037780,263804202091,부산광역시 사하구 낙동남로 1233번길 20서부산권장애인스포츠센터,128.9469415,35.1094203,마라318803
여선영아동청소년발달센터,44,충남,44230,논산시,0417357553,442303000095,충청남도 논산시 계백로 1038여선영아동청소년발달센터(취암동),127.0914509,36.2051511,다바632009
용인대석사지킴이태권도장,45,전북,45180,정읍시,0635370886,451803270025,"전라북도 정읍시 수성3로 26108-201(수성동, 제일아파트)",126.8560701,35.5835833,다마416321
용인대이단옆차기태권도장,48,경남,48310,거제시,0556380610,483103337052,"경상남도 거제시 중곡로 42덕산1차 상가 410호 용인대 이단옆차기 태권도장(고현동, 덕산베스트타운)",128.6318479,34.8969511,마라034563
이로운운동발달센터거제점,48,경남,48310,거제시,0285212465,483104811049,경상남도 거제시 계룡로2길 42층 이로운운동발달센터(상동동),128.6306165,34.8746662,마라033539
제기동아태권도전문체육관,11,서울,11230,동대문구,029676291,112303105015,서울특별시 동대문구 제기로 75-12층 동아체육관(청량리동),127.0415890,37.5868527,다사595542
캐슬어울림태권도사관학교,44,충남,44200,아산시,025329808,442004854668,충청남도 아산시 모종남로22번길 8캐슬타워 4층 402호(모종동),127.0213285,36.7792459,다바572646
코끼리아동청소년발달센터,11,서울,11545,금천구,028932808,115452005010,서울특별시 금천구 시흥대로 3995층 515호 코끼리아동청소년발달센터(독산동),126.8970019,37.4693592,다사466412
탑홀스스크린승마신제주점,50,제주,50110,제주시,0647458890,501104848256,제주시 연동4길 16-111층 TopHorse 스크린승마장,126.4868104,33.4841792,다나058996
뉴힐링라이프재활운동센터 인천점,28,인천,28237,부평구,0322070101,282373154072,인천광역시 부평구 열우물로 18대우마이빌 206호 뉴힐링라이프(십정동),126.7010850,37.4696827,다사293414
뉴힐링라이프재활운동센터 일산점,41,경기,41280,고양시,0319047698,412854379187,경기도 고양시 일산동구 중앙로1261번길 59500호(장항동),126.7704188,37.6571232,다사356622
시청무에타이킥복싱체육관 시청지점,50,제주,50110,제주시,0647578995,501104847566,제주특별자치도 제주시 동광로1길 3시청무에타이킥복싱(이도일동),126.5292307,33.5014911,다다098014
사단법인한국운동재활협회 익산지회,45,전북,45140,익산시,0638359050,451404607402,전라북도 익산시 무왕로13길 174층(영등동),126.9765395,35.9601055,다마527738
한국평생문화체육발달센터 사회적협동조합,30,대전,30170,서구,0425240246,301702010001,대전광역시 서구 대덕대로 129ok114빌딩 6층(갈마동),127.3744468,36.3451832,다바887164
충남승마클럽농업회사법인(주),44,충남,44230,논산시,,442304565439,충청남도 논산시 은진면 살포재길 194-1충남승마클럽,127.1236572,36.1609559,다마661960
코끼리아동청소년발달센터(강서지점),11,서울,11500,강서구,0226667942,115002005007,서울특별시 강서구 공항대로 190푸리마타워 5층 501호 코끼리아동청소년발달센터(마곡동),126.8286371,37.5590423,다사407512
광진발달장애인평생교육센터,11,서울,11215,광진구,024551221,112153000002,서울특별시 광진구 아차산로 390제일빌딩 3-4층(자양동),127.0861555,37.5369205,다사634487
몬스터유도주짓수스포츠클럽,41,경기,41290,과천시,0265461472,412903206129,경기도 과천시 중앙로 137B2호(중앙동),126.9917012,37.4288143,다사550367
북구건강복지타운우산수영장,29,광주,29170,북구,0622678850,291703162069,광주광역시 북구 중문로 62센터장실,126.9209480,35.1778263,다라472871
사단법인해운대구스포츠클럽,26,부산,26350,해운대구,0517173445,263503130026,부산광역시 해운대구 반송로 853해운대구건강증진센터(반송동),129.1478997,35.2300562,마라499939
서울시립영등포장애인복지관,11,서울,11560,영등포구,0236677979,115603118010,서울특별시 영등포구 버드나루로 22(영등포동2가),126.9129084,37.5208580,다사481470
손일현소아청소년발달연구소,48,경남,48120,창원시,0552325605,481273330025,경상남도 창원시 마산회원구 내서읍 중리상곡로 104쌍봉빌딩 302호 손일현소아청소년발달연구소,128.5101029,35.2495141,라라918953
안양시수리장애인종합복지관,41,경기,41170,안양시,0314650957,411713182001,경기도 안양시 만안구 냉천로 39수리장애인종합복지관(안양동),126.9269739,37.3849762,다사492319
우리동작장애인자립생활센터,11,서울,11590,동작구,028122536,115903119005,"서울특별시 동작구 상도로 43지하 1층(대방동, 정원빌딩)",126.9254658,37.5000145,다사492446
원주주니어농구교실협동조합,42,강원,42130,원주시,0337618718,421303219058,강원도 원주시 행구로 397-4나동 농구장(행구동),128.0007762,37.3440350,라사443273
이룸아동발달심리상담연구소,48,경남,48120,창원시,0556078253,481293331058,경상남도 창원시 진해구 조천북로 62402호(경화동),128.6799888,35.1593839,마라074855
키드짐아동청소년발달연구소,41,경기,41590,화성시,03180036212,415903210168,경기도 화성시 동탄문화센터로 71-112층 키드짐아동청소년발달연구소(반송동),127.0728186,37.2000472,다사620113
대전광역시립산성종합복지관-수영장,30,대전,30140,중구,0425868033,301403165034,대전광역시 중구 유등천동로 232대전광역시립산성종합복지관(산성동),127.3826523,36.3038085,다바894118
광주광역시장애인국민체육센터,29,광주,29140,서구,0626003900,291403009011,광주광역시 서구 금화로 278광주광역시장애인국민체육센터(풍암동),126.8791680,35.1366150,다라434825
구로구발달장애인평생교육센터,11,서울,11530,구로구,0226859579,115303000010,서울특별시 구로구 안양천로 552/ 4-5층 구로구발달장애인평생교육센터(고척동),126.8681934,37.4971381,다사441443
대구광역시장애인국민체육센터,27,대구,27260,수성구,0537958063,272604857393,대구광역시 수성구 유니버시아드로42길 125대구광역시장애인국민체육센터(대흥동),128.6849945,35.8252490,마마070593
