FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,RPRSNTV_TEL_NO,RDNMADR_CD,FCLTY_ROAD_NM_ADDR,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,GID_CD
롯데태권도,30,대전,30170,서구,025356333,301703166037,"대전광역시 서구 신갈마로 46 (내동, 롯데아파트)롯데아파트상가 306호",127.3679560,36.3373691,다바881155
리얼복싱짐,42,강원,42110,춘천시,0332424004,421103218039,강원도 춘천시 충열로 43층(우두동),127.7290554,37.9005442,라사201889
리얼스포츠,46,전남,46800,장흥군,0618637996,468003292011,전라남도 장흥군 장흥읍 문림로 92층 리얼스포츠,126.9114252,34.6791200,다라460318
명선태권도,29,광주,29140,서구,0623615424,291403160002,광주광역시 서구 군분2로 31건물2층(화정동),126.8808471,35.1557784,다라436846
명성체육관,26,부산,26320,북구,0513337967,263203132009,부산광역시 북구 모분재로 152층(구포동),129.0063798,35.2059564,마라371911
무덕체육관,47,경북,47920,봉화군,0546732991,479204772042,봉화군 봉화읍 교촌길 563층,128.7374726,36.8874097,마바102772
미사검도관,41,경기,41450,하남시,027966636,414503202049,경기도 하남시 신평로 170신풍빌딩 2층 201호(신장동),127.2117408,37.5474361,다사745498
민앤마이노,11,서울,11200,성동구,0233946070,112002000008,서울특별시 성동구 천호대로 4244층 민앤마이노(용답동),127.0660181,37.5609457,다사616513
밀양검도관,48,경남,48270,밀양시,0553563473,482704808330,경상남도 밀양시 미리벌중앙로6길 112층(삼문동),128.7493163,35.4846125,마마133216
바디팩토리,30,대전,30200,유성구,0428264447,302003167064,대전광역시 유성구 지족로 2826층(지족동),127.3081266,36.3872542,다바827211
배미수영장,44,충남,44200,아산시,0415368827,442003253027,충청남도 아산시 배미로 1541층(배미동),126.9772077,36.7999246,다바533669
백두태권도,41,경기,41480,파주시,0319446222,414804418200,"경기도 파주시 마음밭길 114싱기3층(금촌동, 대방노블랜드아파트)",126.7712622,37.7704247,다사358747
백마태권도,44,충남,44710,금산군,,447104571084,충청남도 금산군 금산읍 남사직3길 81층(고센하우스),127.4784696,36.1064746,다마980899
백운체육관,46,전남,46230,광양시,0617627082,462304655260,전라남도 광양시 광양읍 성북길 401층 백운체육관,127.5836584,34.9734012,라라076642
백파태권도,27,대구,27170,서구,0533586362,271704229132,대구광역시 서구 달서천로83길 232층 백파태권도(원대동3가),128.5783460,35.8837554,라마973657
번개태권도,29,광주,29140,서구,023759283,291403160058,"광주광역시 서구 화정로 96중흥,광명아파트 상가2층",126.8678378,35.1448149,다라424834
베스트헬스,48,경남,48120,창원시,0555517522,481294793408,"경상남도 창원시 진해구 자은로88번길 31상가2층베스트헬스(자은동, 로즈빌아파트)",128.7109129,35.1499668,마라102845
보스당구장,46,전남,46110,목포시,0612844897,461103281029,전라남도 목포시 비파로 1232층(상동),126.4225018,34.8086022,다라014465
부강탁구장,36,세종,36110,세종시,,361104574721,세종특별자치시 부강면 부촌길 322층 202호,127.3674220,36.5292433,다바881368
부강합기도,36,세종,36110,세종시,0442754993,361103258068,세종특별자치시 부강면 부강로 322층,127.3667770,36.5290498,다바880368
비담태권도,46,전남,46110,목포시,0612778824,461103281061,전라남도 목포시 용해지구로 852층 비담태권도(연산동),126.3913775,34.8200444,나라986478
비룡체육관,11,서울,11215,광진구,024568885,112153005028,서울특별시 광진구 용마산로 453층 비룡체육관(중곡동),127.0877132,37.5575945,다사635509
비산태권도,47,경북,47190,구미시,0544632211,471904724373,경북 구미시 비산동 103-1번지202호,128.3801433,36.1209830,라마792919
비호체육관,28,인천,28245,계양구,0325463811,282454265315,인천광역시 계양구 안남로573번길 21비호체육관(효성동),126.7091234,37.5351335,다사301487
산격스포츠,27,대구,27230,북구,0539553928,272303007005,대구광역시 북구 동북로 1506층 산격스포츠(산격동),128.6090187,35.8998377,마마000675
산격태권도,27,대구,27230,북구,0539411010,272303145029,대구광역시 북구 산격로 493층(산격동),128.6050805,35.8951010,라마997670
샨티요가원,48,경남,48120,창원시,022526074,481213019003,경상남도 창원시 의창구 팔용로 428창원시 의창구 팔용동100번지 드림피아상가305호 샨티요가원(팔용동),128.6127800,35.2545844,마라012960
서천검도관,44,충남,44770,서천군,0419534117,447704580392,충청남도 서천군 서천읍 서천로142번길 17-21층(서천검도관),126.6879498,36.0808071,다마268874
선교체육관,46,전남,46230,광양시,0617991717,462304655517,전라남도 광양시 폭포사랑길 99백운쇼핑센타 1층(금호동),127.7322500,34.9403013,라라212606
성산태권도,27,대구,27290,달서구,025864330,272903147015,"대구광역시 달서구 선원로 241상가2,3층 성산태권도(용산동, 성서2차보성타운)",128.5187053,35.8594586,라마919630
성세체육관,30,대전,30200,유성구,0425423280,302004301335,대전광역시 유성구 유성대로298번길 175성세체육관(용계동),127.3210657,36.3216925,다바839138
성호검도관,43,충북,43110,청주시,0432942400,431113236049,충청북도 청주시 상당구 월평로 224성호검도관(용암동),127.5079434,36.6076864,라바007455
세계태권도,27,대구,27260,수성구,0537815020,272604238368,"수성구 범물동 1277-8대구광역시 수성구 지범로39길 11-12,3층",128.6413147,35.8210443,마마030588
송림스포츠,27,대구,27230,북구,0533126000,272302145001,대구광역시 북구 칠곡중앙대로 309송림스포츠(태전동),128.5464631,35.9233752,라마944701
송원태권도,29,광주,29140,서구,0626822177,291404280248,광주광역시 서구 송풍로17번길 5301호 송원태권도(풍암동),126.8667120,35.1186992,다라422805
송현검도관,28,인천,28140,동구,0327727776,281403150014,인천광역시 동구 송현로 33황금프라자4층 송현검도관(송현동),126.6356406,37.4791428,다사235425
송화태권도,29,광주,29155,남구,0626759919,291553161003,광주광역시 남구 노대실로 36(858번지)502호,126.9060510,35.1064680,다라458791
수탁구클럽,11,서울,11380,은평구,,113803111007,서울특별시 은평구 은평로 53층 탁구장(신사동),126.9092234,37.5967735,다사478554
스타체육관,26,부산,26350,해운대구,0515318747,263503133007,부산광역시 해운대구 반여로 131상가동 412호 스타체육관(반여동),129.1234496,35.2034393,마라477909
스타트레인,11,서울,11140,중구,025420457,111403101014,"서울특별시 중구 다산로 3229동 102호(신당동, 남산타운)",127.0097435,37.5500494,다사566501
승리태권도,30,대전,30230,대덕구,0426233396,302304304212,대전광역시 대덕구 동춘당로94번길 11-213층 승리태권도(송촌동),127.4392157,36.3662142,다바945187
신광태권도,50,제주,50110,제주시,0647447767,501104847540,제주특별자치도 제주시 도령로11길 18지하 신광태권도(연동),126.4868527,33.4922144,다다058005
신일태권도,47,경북,47190,구미시,0544754207,471903308072,경상북도 구미시 흥안로 35동화타운상가 208호 신일태권도(옥계동),128.4143752,36.1471757,라마822948
신촌탁구장,11,서울,11440,마포구,027140505,114403005057,서울특별시 마포구 신촌로 118-11층(노고산동),126.9389139,37.5554666,다사504508
심윤희댄스,11,서울,11290,성북구,,112903107003,서울특별시 성북구 동소문로 929층(동소문동5가),127.0155017,37.5921783,다사572548
심청볼링장,46,전남,46720,곡성군,0613625005,467204661270,전라남도 곡성군 곡성읍 읍내2길 14심청볼링장,127.2904425,35.2776231,다라809980
아산탁구장,44,충남,44200,아산시,0415323366,442003253032,충청남도 아산시 배방읍 북수서로 48-8삼성 디지털프라자 3층(아산탁구장),127.0704036,36.7746457,다바616641
약사체육관,31,울산,31110,중구,0522947878,311104307422,울산광역시 중구 평산4길 282층(약사동),129.3382890,35.5702117,마마665320
양산탁구장,48,경남,48330,양산시,0553670707,483303338036,경상남도 양산시 삼일로 793층(북부동),129.0362550,35.3441634,마마396064
엄궁체육관,26,부산,26530,사상구,023221504,265304217094,부산광역시 사상구 낙동대로776번길 40515-5    1층엄궁체육관(엄궁동),128.9731410,35.1289079,마라342825
에이블키즈,11,서울,11620,관악구,0269560034,116204160250,서울특별시 관악구 남부순환로218길 27관전G타워 지하1층(봉천동),126.9504891,37.4800389,다사514424
에이스복싱,11,서울,11410,서대문구,027230401,114103000008,서울특별시 서대문구 통일로 436우원빌딩 4층 1호 에이스복싱(홍제동),126.9456465,37.5881465,다사510544
여천검도관,46,전남,46130,여수시,0616847979,461303282016,전라남도 여수시 도원로 1622층여천검도관(안산동),127.6489666,34.7606971,라라136407
영동볼링장,43,충북,43740,영동군,0437450753,437403243010,충청북도 영동군 영동읍 난계로 1190영동볼링장,127.7737238,36.1731566,라마246973
영아체육관,11,서울,11590,동작구,025973000,115903119004,서울특별시 동작구 사당로 1702층(사당동),126.9677289,37.4866404,다사529431
영웅체육관,43,충북,43130,충주시,0428464624,431302238007,충청북도 충주시 호암대로 128영웅합기도장  1층(호암동),127.9394774,36.9575073,라바391844
예당검도관,41,경기,41360,남양주시,0315710086,413603197067,경기도 남양주시 진접읍 해밀예당3로 59폴리플라자 301호,127.1978808,37.7149474,다사733684
예랑합기도,29,광주,29170,북구,0625716776,291703162033,광주광역시 북구 설죽로 556일곡동 금호아파트상가 지하1층(일곡동),126.8978670,35.2086298,다라451905
옥정검도관,41,경기,41630,양주시,0318670414,416303350561,경기도 양주시 옥정로 204한길프라자 9층-907호(옥정동),127.0921428,37.8198459,다사641800
와동태권도,30,대전,30230,대덕구,0422851769,302304304333,"대전광역시 대덕구 신탄진로232번길 243층, 와동태권도(와동)",127.4242496,36.4010798,다바932226
완도수영장,46,전남,46890,완도군,0615505452,468904700379,전라남도 완도군 완도읍 중앙길 37완도수영장,126.7592489,34.3131688,다다318913
완주체육관,45,전북,45710,완주군,0632625574,457103273002,전라북도 완주군 고산면 고산로 1441,127.2127039,35.9739418,다마740752
용암검도관,43,충북,43110,청주시,022857722,431114508509,충북 청주시 상당구 용암북로 120번길 31-1리베로빌딩 5층,127.5123816,36.6194403,라바011468
용호체육관,46,전남,46230,광양시,0617615009,462304655544,전라남도 광양시 광양읍 호북길 26용호체육관,127.5842747,34.9810617,라라076651
우리당구장,46,전남,46170,나주시,0613340035,461703295057,전라남도 나주시 우정로 72더클래스빌딩b동422호  우리당구장(빛가람동),126.7872602,35.0234691,다라349700
우주체육관,31,울산,31170,동구,0522355779,311704313065,울산광역시 동구 대송6길 46우주체육관(화정동),129.4186410,35.5007738,마마740244
우진태권도,29,광주,29200,광산구,029621999,999999999999,"광주 광산구 신창동 1270, 부영@ 2차 상가B동301호",126.8338229,35.1922873,다라393887
웃음요가원,47,경북,47170,안동시,0548233030,471703018013,경상북도 안동시 경동로 999-142층(용상동),128.7635134,36.5526810,마바130401
웅비태권도,47,경북,47150,김천시,0554327702,471504718594,김천시 신음동 1301-32층 웅비태권도,128.1211786,36.1330251,라마558930
원승마클럽,36,세종,36110,세종시,,361103258042,세종특별자치시 소정면 매실로 474-41원승마클럽,127.1861823,36.7233681,다바719584
원호태권도,26,부산,26350,해운대구,0517825493,263504199175,부산광역시 해운대구 재반로256번길 32원호태권도(반여동),129.1333036,35.1997874,마라486906
유엔탁구장,26,부산,26290,남구,0516250501,262903131030,부산광역시 남구 유엔평화로 35-12층 유엔탁구장(대연동),129.0923061,35.1317758,마라450830
유캔태권도,29,광주,29170,북구,0629523737,291704286831,광주광역시 북구 첨단연신로91번길 20-7창우빌딩6층(신용동),126.8618711,35.2069890,다라419903
으뜸태권도,27,대구,27260,수성구,0537515697,272603146017,대구광역시 수성구 수성로 2662층 으뜸태권도(중동),128.6133396,35.8491819,마마005619
인왕체육관,11,서울,11410,서대문구,023911984,114103000008,서울특별시 서대문구 통일로 4103층(홍제동),126.9473403,37.5862113,다사512542
인제합기도,42,강원,42810,인제군,0334615806,428104499077,강원도 인제군 인제읍 비봉로44번길 381층,128.1710478,38.0639921,라아588073
인제합기도,42,강원,42810,인제군,0334615806,428104499077,강원도 인제군 인제읍 비봉로44번길 381층,128.1710478,38.0639921,라아588073
인천승마장,28,인천,28200,남동구,0324632752,282003008024,인천광역시 남동구 무네미로 219인천승마장(장수동),126.7476278,37.4579750,다사334401
자연체육관,26,부산,26170,동구,0514684105,261703006002,부산광역시 동구 초량중로 783층 자연태권도장(초량동),129.0393062,35.1186188,마라402814
잭슨파이브,26,부산,26290,남구,0516285200,262903131015,"부산광역시 남구 분포로 145지하1층 B105(용호동, 더블유)",129.1126448,35.1337125,마라469832
전남체육관,46,전남,46710,담양군,0613837615,467104658359,전남 담양군 수북면 진등길 8,126.9321301,35.3001241,다마483006
전진체육관,26,부산,26290,남구,0516113292,262903131030,부산광역시 남구 유엔평화로 455층 전진태권도(대연동),129.0924008,35.1308466,마라450828
점핑플러스,11,서울,11470,양천구,,114704142182,서울특별시 양천구 목동중앙북로12길 122층 점핑플러스(목동),126.8708201,37.5462317,다사444498
정문태권도,28,인천,28170,미추홀구,0328764267,281774253217,인천광역시 미추홀구 매소홀로418번길 17하나프라자3층304호(학익동),126.6684098,37.4390583,다사264380
정심체육관,44,충남,44180,보령시,0419331717,441803252020,충청남도 보령시 주교면 보령북로 404정심체육관,126.5868875,36.3783654,다바180204
정의태권도,47,경북,47230,영천시,0543346162,472304730636,경상북도 영천시 창신1길 25정성빌딩2층203호(망정동),128.9543101,35.9883155,마마310778
정훈검도관,27,대구,27260,수성구,0537559991,272603007001,대구광역시 수성구 국채보상로 985지하1층(만촌동),128.6383074,35.8667388,마마027639
제이피티짐,11,서울,11260,중랑구,0260129949,112603000001,서울특별시 중랑구 동일로 8334층 제이피티짐(중화동),127.0785943,37.6047871,다사628562
제일체육관,42,강원,42110,춘천시,0332429977,421104454678,강원도 춘천시 춘천로296번길 132층 한양대제일체육관(후평동),127.7467031,37.8801702,라사216867
중리태권도,30,대전,30230,대덕구,0426257799,302304304423,대전광역시 대덕구 중리남로40번길 77중리태권도(중리동),127.4272866,36.3643853,다바934185
중앙체육관,41,경기,41610,광주시,0317626835,416104433064,경기도 광주시 곤지암읍 곤지암로50번길 25,127.3387071,37.3501696,다사857279
중앙태권도,47,경북,47290,경산시,0538166523,472904739673,경상북도 경산시 중앙초등길 14중앙태권도 3층(중방동),128.7322064,35.8227275,마마113591
진성검도관,29,광주,29170,북구,024470606,291703162031,광주광역시 북구 서하로 1234층(매곡동),126.8938804,35.1875778,다라448881
진접커브스,41,경기,41360,남양주시,0315283010,413603197067,경기도 남양주시 진접읍 해밀예당3로 52404호,127.1985668,37.7144909,다사734683
차돌합기도,43,충북,43110,청주시,022141222,431143240079,충청북도 청주시 청원구 내수읍 청암로 73갤러리타워 2층,127.5378768,36.7247316,라바033585
참마음요가,36,세종,36110,세종시,0448659866,361103351283,세종특별자치시 새롬중앙로 33606호(새롬동),127.2518361,36.4840497,다바777318
창무체육관,29,광주,29170,북구,0625113362,291704286550,광주광역시 북구 용주로8번길 46창무체육관 2층(용봉동),126.9012493,35.1799422,다라454873
청룡태권도,47,경북,47150,김천시,0544366960,471503306038,경상북도 김천시 황산로 1133층 청룡태권도(지좌동),128.1426651,36.1188524,라마578915
청마검도관,11,서울,11290,성북구,0319295977,112903005036,서울특별시 성북구 종암로 113지층 청마검도관(종암동),127.0336637,37.6001446,다사588557
청심검도관,47,경북,47110,포항시,0542757989,471134712660,경상북도 포항시 북구 중흥로161번길 24-6청심검도관(죽도동),129.3529744,36.0200648,마마669819
청운태권도,26,부산,26290,남구,0516358961,262903131026,"부산광역시 남구 우암로 40-1청운태권도 1층,2층(감만동)",129.0819474,35.1140847,마라441810
청운합기도,27,대구,27230,북구,0533122960,272303145046,대구광역시 북구 태전로 27-12층 청운합기도(태전동),128.5445787,35.9228654,라마942700
최강합기도,11,서울,11230,동대문구,0222471230,112304115389,서울특별시 동대문구 장한로12길 482층(장안동),127.0702222,37.5649285,다사620518
춘천유도관,42,강원,42110,춘천시,022636507,421103218029,강원도 춘천시 안마산로 222(퇴계동)4층,127.7383736,37.8492293,라사209832
충효체육관,41,경기,41820,가평군,0315829466,418203216024,경기도 가평군 가평읍 석봉로 168원희빌딩 3층,127.5110212,37.8301488,라사009811
충효태권도,41,경기,41630,양주시,0318479820,416303206116,경기도 양주시 부흥로 2152-4천보빌딩 4층(삼숭동 성우아파트 입구)(삼숭동),127.0930359,37.8065353,다사641786
캐롬빌리지,11,서울,11560,영등포구,07042333949,115604154685,서울특별시 영등포구 여의대방로65길 6센터빌딩 지하2층(여의도동),126.9305418,37.5191892,다사496468
커브스화명,26,부산,26320,북구,0513611881,263204196053,부산광역시 북구 금곡대로303번길 2603호  커브스(화명동),129.0134842,35.2356469,마라377944
탁구매니아,43,충북,43110,청주시,0432684158,431144844105,충청북도 청주시 청원구 율량로190번길 15이삼빌딩4층(율량동),127.4979392,36.6656178,다바998519
태경태권도,43,충북,43110,청주시,0432931313,431113236018,충청북도 청주시 상당구 무농정로 99삼일상가301(용암동),127.5118089,36.6106412,라바010458
태극체육관,47,경북,47290,경산시,0538113314,472903000052,경산시 경안로 1072층,128.7383985,35.8170695,마마118585
태백태권도,47,경북,47190,구미시,0544413030,471903308014,경북 구미시 고아읍 문장로 188원호중앙상가 3층,128.3310649,36.1500564,라마747950
통진탁구장,41,경기,41570,김포시,0319810409,415704427528,경기도 김포시 통진읍 조강로56번길 112통진탁구장,126.6038437,37.6943372,다사209664
프롬더바디,11,서울,11200,성동구,,112003005011,서울특별시 성동구 왕십리로 1159층 905호 프롬더바디(성수동1가),127.0441277,37.5479193,다사597499
플로어엑스,11,서울,11260,중랑구,,112603106002,서울특별시 중랑구 봉우재로 113지하1층(상봉동),127.0855889,37.5927271,다사634548
필라테스원,27,대구,27260,수성구,,272602007002,대구광역시 수성구 달구벌대로 32573층 필라테스원(신매동),128.7126574,35.8381158,마마095608
필승체육관,27,대구,27710,달성군,0536163566,277104244122,대구광역시 달성군 논공읍 논공로17길 16-203층 필승체육관,128.4438348,35.7299302,라마853485
하나더하기,41,경기,41390,시흥시,024314892,413903199015,경기도 시흥시 마유로 416월드프라자 지하1층 하나더하기,126.7412650,37.3516037,다사328283
하람태권도,29,광주,29140,서구,0623835333,291403160042,광주광역시 서구 치평로 124305호 하람태권도(치평동),126.8477242,35.1583769,다라405849
하랑태권도,27,대구,27710,달성군,0536146787,277104244123,대구광역시 달성군 논공읍 논공로21길 14-62층 하랑태권도장,128.4451334,35.7302527,라마854486
학사태권도,28,인천,28185,연수구,0328180044,281853152006,"인천광역시 연수구 먼우금로 282태산아파트 상가 2층 학사태권도(연수동, 태산아파트)",126.6821741,37.4208161,다사276360
한국체육관,47,경북,47170,안동시,0548215770,471703018013,경상북도 안동시 경동로 898-12층(용상동),128.7536523,36.5574925,마바121407
한국체육관,47,경북,47130,경주시,0547759429,471303305052,경상북도 경주시 외동읍 입실로 572층 한국체육관,129.3245925,35.7134817,마마650478
한국체육관,29,광주,29170,북구,0625765679,291703162014,광주광역시 북구 매곡로 85매곡프라자 301호,126.8921426,35.1922648,다라446887
한국태권도,46,전남,46230,광양시,0617925965,462303285058,전라남도 광양시 금영로 156목우상가 2층(광영동),127.7198295,34.9644622,라라200633
한명검도관,27,대구,27110,중구,0532539974,271103141001,대구광역시 중구 남산로 615층  한명검도관(남산동),128.5821208,35.8620408,라마977633
한벌태권도,43,충북,43110,청주시,0432688808,431133237031,충청북도 청주시 흥덕구 봉명로 2392층 한벌태권도(봉명동),127.4681960,36.6399556,다바971491
한빛체육관,42,강원,42130,원주시,0337347177,421303219073,강원도 원주시 북원로 28702층 한빛체육관(태장동),127.9529076,37.3991328,라사400334
한성유도관,30,대전,30140,중구,0422726533,301403010004,대전광역시 중구 대종로 2057층(석교동),127.4442155,36.3081837,다바949123
한얼합기도,41,경기,41270,안산시,0314071376,412713190029,경기도 안산시 상록구 본이로 32층(본오동),126.8669557,37.2952024,다사438219
함열체육관,45,전북,45140,익산시,0638622100,451403269044,전라북도 익산시 함열읍 함열중앙로 692층,126.9650026,36.0779923,다마518869
해누리센터,41,경기,41590,화성시,0316131002,415903210001,경기도 화성시 10용사로 3165층 해누리센터(능동),127.0524480,37.1992302,다사602112
해솔태권도,44,충남,44230,논산시,0417330053,442304565211,충청남도 논산시 대화로119번길 161층 해솔태권도(대교동),127.0884566,36.2117150,다바630016
해심검도관,26,부산,26260,동래구,0515571112,262604190486,동래구 충렬대로 125번길 6지하1층 해심검도관,129.0745626,35.2061257,마라433912
행복요가원,26,부산,26710,기장군,0517232320,267103140051,부산광역시 기장군 기장읍 차성동로 171행복요가원,129.2170273,35.2532560,마라562966
현대볼링장,27,대구,27290,달서구,0535276400,272903147004,대구광역시 달서구 대명천로 148현대볼링장(본리동),128.5434861,35.8406042,라마942609
현대태권도,11,서울,11500,강서구,0236635673,115003115008,"서울특별시 강서구 양천로 507상가3층 현대태권도(가양동, 강나루현대아파트)",126.8569328,37.5608928,다사432514
화랑태권도,11,서울,11380,은평구,023857853,113803111006,서울특별시 은평구 연서로 373층 화랑태권도(역촌동),126.9155514,37.6025674,다사484560
화랑태권도,11,서울,11290,성북구,029091807,112904121167,"서울특별시 성북구 보국문로30길 15정릉대우아파트 상가 1층(정릉동, 정릉대우아파트)",127.0035717,37.6178779,다사561577
화신체육관,26,부산,26290,남구,0516327585,262903131002,부산광역시 남구 고동골로 782층 화신체육관(문현동),129.0715415,35.1437802,마라431843
효성검도관,26,부산,26710,기장군,0517227104,267104220317,부산광역시 기장군 기장읍 차성로344번길 13상가 지하 효성검도관(한신아파트),129.2153969,35.2494955,마라560962
효승검도관,27,대구,27200,남구,0534715959,272003144011,대구광역시 남구 효성로 58지하1층 효승검도관(봉덕동),128.5989610,35.8383842,라마992607
희망체육관,41,경기,41800,연천군,03100000000,418003215036,경기도 연천군 전곡읍 은전로 82-28희망체육관,127.0688406,38.0278532,다아621031
흰돌체육관,48,경남,48220,통영시,0556480166,482203333027,경상남도 통영시 광도면 죽림1로 17-51502호,128.4151892,34.8797690,라라836542
석밸리댄스,27,대구,27260,수성구,0537836660,272603146020,대구광역시 수성구 용학로 293-105층 석밸리댄스(지산동),128.6395471,35.8221611,마마029590
웅진태권도,44,충남,44150,공주시,0418528836,441503251030,충청남도 공주시 웅진로 1463층(중동),127.1244674,36.4533034,다바663284
피트니스원 포남,42,강원,42150,강릉시,0336531560,421504460996,강원도 강릉시 하평1길 16-52층 피트니스원(포남동),128.9119967,37.7710845,마사243755
리틀짐스쿨 태권&댄스,48,경남,48120,창원시,025525553,481294793104,경상남도 창원시 진해구 동진로157번길 81층,128.7040510,35.1429604,마라096837
구포검도장 합기도,26,부산,26320,북구,023345084,263204196327,부산광역시 북구 시랑로83번길 991층,129.0111226,35.1962686,마라375900
다나한요가 월피점,41,경기,41270,안산시,03139394082,412713190056,"경기도 안산시 상록구 예술광장로 354층 401호 다나한요가(월피동, 에스엘타운)",126.8477396,37.3281014,다사422256
오치태권도 예절관,29,광주,29170,북구,0622669921,291704286560,광주광역시 북구 우치로231번길 17상가 3층 오치태권도(오치동),126.9045206,35.1851559,다라457879
정무태권도 자양점,11,서울,11215,광진구,024581468,112153103010,서울특별시 광진구 뚝섬로 6884층 정무태권도(자양동),127.0858252,37.5325191,다사634482
초원태권도 체육관,45,전북,45180,정읍시,0635354470,451804610631,전북 정읍시 연지동 259-47번지초원체육관,126.8460331,35.5706660,다마407307
한국태권도 체육관,45,전북,45130,군산시,,451303268063,전라북도 군산시 수송로 2162층 한국태권도(수송동),126.7192345,35.9637937,다마295743
리더스클럽 합기도 바른교육관,29,광주,29170,북구,025763040,291703162047,광주광역시 북구 양일로 732층201호(양산동),126.8728789,35.1980200,다라429893
요가문서울 차오름 평생교육원,11,서울,11410,서대문구,027027502,114104136241,서울특별시 서대문구 연세로5길 26-174층(창천동),126.9348022,37.5568212,다사500509
강무합기도 사능도장,41,경기,41360,남양주시,0315743002,413603197050,경기도 남양주시 진건읍 진건오남로 83용정빌딩2층,127.1780437,37.6581649,다사716621
같이앤가치 협동조합,47,경북,47110,포항시,026120271,471113303006,경상북도 포항시 남구 대이로 914층(대잠동),129.3405448,36.0233217,마마658822
미라클랜드 휘트니스,26,부산,26350,해운대구,0517833151,263503133035,부산광역시 해운대구 재반로 2393층 미라클랜드 휘트니스(반여동),129.1310654,35.1986393,마라484904
에이플러스 당구클럽,28,인천,28260,서구,,282603000070,인천광역시 서구 검단로 463현대프라자 5층 에이플러스당구클럽(왕길동),126.6557620,37.6016332,다사254561
타드림타악 천안본점,44,충남,44130,천안시,0234389379,441333250046,"충청남도 천안시 서북구 한들1로 68남준주택 지하층(백석동, 남준주택)",127.1171137,36.8286057,다바658701
필라테스엠 고덕역점,11,서울,11740,강동구,0234271777,117404172097,서울특별시 강동구 동남로75길 13-15성은빌딩 4층(명일동),127.1555201,37.5536302,다사695505
마운틴스타 클라이밍짐,41,경기,41310,구리시,0315658849,413103196013,경기도 구리시 체육관로 82타워클래스 6층 601호(수택동),127.1381487,37.5919076,다사680547
백석대학교 산학협력단,44,충남,44130,천안시,0415502973,999999999999,충남 천안시 동남구 문암로 76백석체육관 320호,127.1813742,36.8411545,다바715714
을지대학교 산학협력단,41,경기,41460,용인시,027407528,414654415090,경기도 용인시 수지구 수풍로71번길 17에스제이아쿠아 1층(동천동),127.0910479,37.3311504,다사637258
청주대석사 월드태권도,43,충북,43110,청주시,0432964006,431124512136,충청북도 청주시 서원구 1순환로1107번길 95분평프라자 3층 302호 청주대석사 월드태권도(분평동),127.4894982,36.6107158,다바990458
돌산체육관 탁구전용구장,46,전남,46130,여수시,,461303282002,전라남도 여수시 돌산읍 강남로 18돌산체육관,127.7498493,34.7171471,라라228358
좋은운동장 장애인스포츠 본점,11,서울,11110,종로구,027201002,111104100158,"서울특별시 종로구 새문안로3길 36내수동 용비어천가 1830(내수동, 용비어천가)",126.9732813,37.5734105,다사534528
행복한동행 경희대도담태권도장,41,경기,41210,광명시,0226878995,412103187011,경기도 광명시 광화로 22로얄프라자4층 401호(광명동),126.8489515,37.4735695,다사424417
전남체육관-건강한태권도장,29,광주,29155,남구,0626759667,291553161006,광주광역시 남구 백운로 62백운동(백운동),126.9062868,35.1387458,다라459827
국심검도관(대무관),11,서울,11305,강북구,029888844,113054124457,서울특별시 강북구 월계로13길 7B1(미아동),127.0345366,37.6116915,다사589570
볼러스레인(군산점),45,전북,45130,군산시,0634630925,451303268013,전라북도 군산시 나운로 4지하1층 1~49호(문화동)(문화동),126.7053828,35.9701423,다마283751
강호합기도(실내체육),26,부산,26290,남구,,262903129046,부산광역시 남구 진남로 2103층 강호합기도(문현동),129.0764767,35.1446428,마라436844
체육진흥팀(국민체육),11,서울,11710,송파구,024101295,117103123023,서울특별시 송파구 올림픽로 424비즈홀(방이동),127.1229590,37.5209340,다사666469
김해볼링장(킴스스포츠),48,경남,48250,김해시,0553357933,482504805027,경상남도 김해시 가락로7번길 26김해볼링장(봉황동),128.8791951,35.2271353,마라255932
모라검도관(대한검도회),26,부산,26530,사상구,023056070,265302006008,부산시 사상구 모라동 1367번지3층/4층 모라검도관,128.9905193,35.1871637,마라357890
태바빌리존(당구사관학교),30,대전,30170,서구,0425356739,301703166037,대전광역시 서구 신갈마로 1836층 당구장(갈마동),127.3678786,36.3500768,다바881169
요가블리스&필라테스 숭실대점,11,서울,11590,동작구,028141488,115903119005,서울특별시 동작구 상도로 3793층 요가블리스앤필라테스 숭실대점(상도동),126.9549874,37.4952765,다사518441
검수원검도관,11,서울,11410,서대문구,023126343,114104136140,서울특별시 서대문구 북아현로4길 2지층(북아현동),126.9568277,37.5592341,다사520512
경원태권도장,41,경기,41150,의정부시,0318443989,411504343367,경기도 의정부시 태평로145번길 42경원태권도장(의정부동),127.0482435,37.7453860,다사602718
경희복싱클럽,26,부산,26290,남구,0516279333,262903131037,부산광역시 남구 수영로 315유진빌딩3층(대연동),129.1003757,35.1377214,마라457836
계명태권스쿨,47,경북,47730,의성군,0548320364,477304745053,의성군 의성읍 군청길 19-1,128.6960332,36.3526484,마바073179
계명태권스쿨,42,강원,42780,철원군,0334555968,427804490028,강원도 철원군 동송읍 금학로187번안길 15-171층,127.2181286,38.2048100,다아753227
